Unnamed: 0,Age,TypeofContact,CityTier,DurationOfPitch,Gender,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe
87,51.0,1,0,15.0,2,3,3.0,3.0,4.0,0,3,1,0.0,17075.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1365,29.0,0,2,30.0,2,2,1.0,5.0,2.0,0,3,1,1.0,16091.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False
378,34.0,0,2,25.0,2,3,2.0,3.0,1.0,1,2,1,2.0,20304.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False
2522,38.0,1,0,14.0,2,2,4.0,3.0,6.0,0,2,0,1.0,32342.0,False,False,True,False,True,False,False,False,True,False,False,False,True,False
209,46.0,1,0,6.0,2,3,3.0,5.0,1.0,0,2,0,0.0,24396.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
510,54.0,1,1,25.0,2,2,3.0,4.0,3.0,0,3,1,0.0,25725.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2022,56.0,1,0,15.0,2,2,3.0,3.0,1.0,0,4,0,0.0,26103.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
385,30.0,0,0,10.0,2,2,3.0,3.0,19.0,1,4,1,1.0,17285.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False
1386,26.0,1,0,6.0,2,3,3.0,5.0,1.0,0,5,1,2.0,17867.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
2060,33.0,1,0,13.0,2,2,3.0,3.0,1.0,0,4,1,0.0,26691.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
1946,24.0,1,0,23.0,2,3,4.0,4.0,2.0,0,3,1,1.0,17127.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
3768,30.0,1,0,36.0,2,4,6.0,3.0,2.0,0,5,1,3.0,25062.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
1253,33.0,0,2,8.0,1,3,3.0,4.0,1.0,0,1,0,0.0,20147.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False
2230,53.0,0,2,8.0,1,2,4.0,4.0,3.0,0,1,1,0.0,22525.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
3514,29.0,0,2,14.0,2,3,4.0,5.0,2.0,0,3,1,2.0,23576.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
1372,39.0,1,0,15.0,2,2,3.0,5.0,2.0,0,4,1,0.0,20151.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
4366,46.0,1,2,9.0,2,4,4.0,4.0,2.0,0,5,1,3.0,23483.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
2466,35.0,1,0,14.0,1,3,4.0,4.0,2.0,0,3,1,1.0,30672.0,False,True,False,False,True,False,False,False,True,False,False,False,True,False
4073,35.0,0,2,9.0,1,4,4.0,3.0,8.0,0,5,0,1.0,20909.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
4596,33.0,0,0,7.0,1,4,5.0,4.0,8.0,0,3,0,3.0,21010.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
2373,29.0,0,0,16.0,1,2,4.0,3.0,2.0,0,4,1,0.0,21623.0,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1916,41.0,0,2,16.0,2,2,3.0,3.0,1.0,0,1,0,1.0,21230.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False
3268,43.0,1,0,36.0,2,3,6.0,3.0,6.0,0,3,1,1.0,22950.0,False,False,True,False,False,True,False,True,False,False,True,False,False,False
4329,35.0,0,2,13.0,1,3,6.0,3.0,2.0,0,4,0,2.0,21029.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
1685,41.0,1,2,12.0,1,3,3.0,3.0,4.0,1,1,0,0.0,28591.0,False,True,False,False,True,False,False,False,True,False,False,False,True,False
694,33.0,1,0,6.0,1,2,4.0,3.0,1.0,0,4,0,0.0,21949.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
837,40.0,0,0,15.0,0,2,3.0,3.0,1.0,0,4,0,0.0,28499.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
1852,26.0,0,0,9.0,2,3,3.0,5.0,1.0,0,3,0,1.0,18102.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False
1712,41.0,1,0,25.0,2,2,3.0,5.0,3.0,0,1,0,0.0,18072.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
222,37.0,0,0,17.0,2,2,3.0,3.0,2.0,1,3,0,1.0,27185.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False
2145,31.0,1,2,13.0,2,2,4.0,3.0,4.0,0,4,1,1.0,17329.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
4867,45.0,1,2,8.0,2,3,6.0,4.0,8.0,0,3,0,2.0,21040.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False
514,33.0,0,0,9.0,2,3,3.0,5.0,2.0,1,5,1,2.0,18348.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
2795,33.0,1,0,9.0,1,4,4.0,4.0,3.0,0,4,0,1.0,21048.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1074,33.0,1,0,14.0,2,3,3.0,3.0,3.0,1,3,0,2.0,21388.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
402,30.0,1,2,18.0,1,2,3.0,3.0,1.0,0,2,1,0.0,21577.0,True,False,False,False,False,True,False,True,False,False,True,False,False,False
547,42.0,0,0,25.0,2,2,2.0,3.0,7.0,1,3,1,1.0,17759.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
1899,46.0,1,0,8.0,2,2,3.0,3.0,7.0,0,5,1,0.0,32861.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
4656,51.0,1,0,16.0,2,4,4.0,3.0,6.0,0,5,1,3.0,21058.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1880,30.0,1,0,8.0,1,2,5.0,3.0,3.0,0,1,1,0.0,21091.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False
2742,37.0,0,0,25.0,2,3,3.0,3.0,6.0,0,5,0,1.0,22366.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1323,28.0,0,1,6.0,2,2,3.0,3.0,2.0,0,4,0,1.0,17706.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1357,42.0,1,0,12.0,2,2,3.0,5.0,1.0,0,3,1,0.0,28348.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
617,44.0,1,0,10.0,2,2,3.0,4.0,1.0,0,2,1,0.0,20933.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False
3637,39.0,0,0,9.0,1,3,5.0,4.0,3.0,0,1,1,1.0,21118.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
253,42.0,1,0,23.0,1,2,2.0,5.0,4.0,1,2,0,0.0,21545.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2223,39.0,0,0,28.0,0,2,3.0,5.0,2.0,1,5,1,1.0,25880.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
944,28.0,0,0,6.0,1,2,5.0,3.0,1.0,0,3,1,0.0,21674.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2079,43.0,1,0,20.0,2,3,3.0,5.0,7.0,0,5,1,1.0,32159.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
3372,45.0,1,0,22.0,1,4,4.0,3.0,3.0,0,3,0,2.0,26656.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
4382,53.0,1,0,13.0,2,4,4.0,5.0,5.0,1,4,1,2.0,24255.0,True,False,False,True,False,False,False,True,False,False,True,False,False,False
4062,42.0,1,0,16.0,2,4,4.0,5.0,4.0,0,1,0,1.0,20916.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
9,36.0,1,0,33.0,2,3,3.0,3.0,7.0,0,3,1,0.0,20237.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3259,22.0,1,0,7.0,1,4,5.0,4.0,3.0,1,5,0,3.0,20748.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False
2664,37.0,1,0,12.0,2,4,4.0,4.0,2.0,0,2,0,3.0,24592.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
3501,30.0,0,2,20.0,0,3,4.0,4.0,7.0,0,3,0,2.0,24443.0,True,False,False,False,False,True,False,True,False,False,True,False,False,False
3967,36.0,0,0,18.0,2,4,5.0,5.0,4.0,1,5,1,3.0,28562.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
186,40.0,1,0,10.0,1,2,3.0,3.0,2.0,0,5,0,1.0,34033.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False
136,51.0,0,0,14.0,2,2,5.0,3.0,3.0,0,2,0,1.0,25650.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
3835,39.0,1,2,7.0,2,3,5.0,5.0,6.0,0,3,0,2.0,21536.0,False,True,False,False,False,True,True,False,False,False,False,False,False,False
390,43.0,1,0,18.0,2,2,4.0,4.0,2.0,0,3,0,1.0,29336.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
40,35.0,1,0,10.0,2,3,3.0,3.0,2.0,0,4,0,0.0,16951.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
2695,40.0,0,0,9.0,1,4,4.0,3.0,2.0,0,2,1,2.0,29616.0,True,False,False,False,True,False,False,False,True,False,False,False,True,False
3753,27.0,1,2,17.0,2,3,4.0,3.0,3.0,0,1,0,1.0,23362.0,False,False,True,False,False,True,False,True,False,False,True,False,False,False
762,26.0,0,0,8.0,2,2,3.0,5.0,7.0,1,5,1,0.0,17042.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
119,43.0,0,2,32.0,2,3,3.0,3.0,2.0,1,2,0,0.0,31959.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3339,32.0,1,0,18.0,2,4,4.0,5.0,3.0,1,2,0,3.0,25511.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2560,35.0,1,0,12.0,1,3,5.0,5.0,4.0,0,2,0,1.0,30309.0,False,False,True,False,True,False,False,False,True,False,False,False,True,False
4135,34.0,1,0,11.0,1,3,5.0,4.0,8.0,0,4,0,2.0,21300.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
1016,31.0,1,0,14.0,1,2,4.0,4.0,2.0,0,4,0,1.0,16261.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
4748,35.0,1,2,16.0,1,4,4.0,3.0,3.0,0,1,0,1.0,24392.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
4865,42.0,0,2,16.0,2,3,6.0,3.0,2.0,0,5,1,2.0,24829.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
2030,34.0,1,0,14.0,1,2,3.0,5.0,4.0,0,5,1,1.0,20121.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
2680,34.0,1,0,9.0,1,3,4.0,5.0,2.0,0,3,1,1.0,21385.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
22,34.0,1,0,13.0,0,2,3.0,4.0,1.0,0,3,1,0.0,26994.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
2643,39.0,1,0,36.0,2,3,4.0,3.0,5.0,0,2,0,2.0,24939.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False
3965,29.0,1,0,12.0,2,3,4.0,3.0,3.0,1,1,0,1.0,22119.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False
1288,35.0,0,0,8.0,2,2,3.0,3.0,3.0,0,3,0,1.0,20762.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
293,26.0,1,2,10.0,2,2,4.0,3.0,2.0,1,2,1,1.0,20828.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False
2562,37.0,1,0,10.0,1,3,4.0,3.0,7.0,0,2,1,1.0,21513.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
3734,35.0,0,0,16.0,2,4,4.0,5.0,6.0,0,3,0,2.0,24024.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
4727,40.0,0,0,9.0,2,3,4.0,3.0,2.0,0,3,1,1.0,30847.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
363,33.0,1,2,11.0,1,2,3.0,3.0,2.0,1,2,1,0.0,17851.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
642,38.0,1,2,15.0,2,3,4.0,4.0,1.0,0,4,0,0.0,17899.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
4794,33.0,0,0,20.0,1,4,5.0,4.0,3.0,0,5,1,1.0,21421.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
589,29.0,1,0,6.0,1,2,4.0,5.0,2.0,1,2,0,0.0,17319.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
4504,34.0,1,0,14.0,2,3,4.0,3.0,2.0,0,4,1,1.0,30369.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
3314,36.0,1,2,24.0,2,4,4.0,5.0,5.0,1,3,1,2.0,27644.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
86,23.0,1,2,8.0,2,3,3.0,5.0,4.0,0,3,1,1.0,17322.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False
2855,61.0,1,0,14.0,1,3,4.0,5.0,7.0,0,5,0,1.0,38244.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False
2384,55.0,0,2,8.0,0,2,4.0,3.0,1.0,0,5,0,0.0,28577.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
2871,61.0,0,2,35.0,1,4,5.0,5.0,6.0,0,2,1,1.0,28944.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
4245,28.0,0,2,7.0,2,4,4.0,4.0,2.0,1,1,0,2.0,25027.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
1536,36.0,0,0,17.0,2,3,4.0,4.0,2.0,0,4,1,1.0,21499.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2902,41.0,0,2,35.0,2,3,6.0,5.0,5.0,0,5,1,1.0,29610.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False
2766,33.0,1,0,9.0,0,4,3.0,3.0,2.0,0,3,1,3.0,23733.0,False,False,True,False,False,True,False,True,False,False,True,False,False,False
1455,40.0,1,0,8.0,2,2,4.0,3.0,3.0,0,5,0,1.0,17809.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
2863,31.0,0,0,10.0,2,3,4.0,3.0,6.0,0,3,0,2.0,20775.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
4595,39.0,1,0,7.0,1,4,4.0,5.0,3.0,0,4,1,2.0,32260.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False
2250,28.0,0,0,30.0,2,3,4.0,5.0,2.0,0,1,1,1.0,23722.0,True,False,False,False,False,True,False,False,True,False,False,False,True,False
3516,30.0,0,0,9.0,1,4,4.0,4.0,2.0,0,5,0,3.0,21858.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
627,52.0,0,0,31.0,1,2,4.0,3.0,4.0,0,5,0,1.0,28826.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2814,22.0,1,2,19.0,1,3,3.0,4.0,3.0,0,5,0,2.0,21394.0,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1809,27.0,1,2,14.0,1,2,3.0,4.0,2.0,0,1,0,1.0,21214.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
4771,45.0,1,0,17.0,2,4,4.0,3.0,3.0,1,3,1,1.0,21614.0,False,True,False,False,False,True,True,False,False,False,False,False,False,False
2412,36.0,1,2,16.0,2,2,4.0,5.0,1.0,0,5,0,0.0,22094.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
333,43.0,1,0,13.0,1,2,3.0,5.0,1.0,0,5,1,0.0,24985.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False
927,36.0,1,0,8.0,1,2,3.0,4.0,1.0,1,3,1,0.0,20410.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False
187,55.0,1,0,20.0,2,3,2.0,4.0,1.0,0,2,0,2.0,33722.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
1354,56.0,1,0,30.0,2,3,3.0,3.0,2.0,0,3,0,0.0,17587.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
281,42.0,1,2,6.0,2,2,3.0,3.0,2.0,0,3,1,0.0,19907.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2053,34.0,1,2,14.0,1,3,3.0,5.0,6.0,0,1,1,2.0,21500.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
1557,51.0,1,0,15.0,2,3,3.0,3.0,4.0,0,3,1,0.0,17075.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
2581,40.0,1,2,11.0,1,3,5.0,3.0,6.0,0,5,1,1.0,24580.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
3014,53.0,0,0,26.0,2,3,4.0,3.0,2.0,0,3,1,1.0,22936.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2573,50.0,1,0,27.0,1,4,4.0,5.0,3.0,0,2,1,3.0,25245.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
540,28.0,1,0,6.0,1,3,5.0,4.0,1.0,1,2,1,0.0,17216.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
3072,38.0,1,2,23.0,2,4,5.0,3.0,6.0,0,5,1,3.0,25012.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
1599,49.0,1,0,26.0,1,3,3.0,5.0,2.0,0,1,1,0.0,21567.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
3449,30.0,1,1,24.0,2,3,5.0,5.0,3.0,0,3,0,1.0,26666.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
16,32.0,1,0,11.0,2,3,2.0,4.0,1.0,1,2,1,0.0,18298.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
3025,31.0,1,0,7.0,2,3,6.0,3.0,5.0,0,4,1,1.0,22511.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
4590,36.0,1,0,28.0,1,3,4.0,3.0,3.0,1,3,0,1.0,22692.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
457,18.0,0,2,11.0,2,3,3.0,4.0,2.0,1,4,1,2.0,16878.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
1726,42.0,1,0,8.0,1,2,4.0,5.0,1.0,1,4,1,1.0,17593.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
4294,25.0,1,2,17.0,1,4,4.0,3.0,3.0,1,1,0,1.0,22938.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
1308,38.0,1,2,8.0,1,3,5.0,3.0,3.0,1,3,0,0.0,20405.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
3237,29.0,1,0,22.0,2,3,4.0,3.0,3.0,0,4,1,2.0,20885.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
4318,29.0,1,0,24.0,2,4,4.0,5.0,3.0,0,1,0,2.0,23236.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
1485,29.0,1,0,27.0,1,2,1.0,5.0,2.0,0,5,1,1.0,24980.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1784,39.0,1,0,16.0,2,3,3.0,5.0,2.0,1,3,1,2.0,32068.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
1799,47.0,1,0,11.0,2,2,3.0,3.0,5.0,0,1,1,0.0,33300.0,False,True,False,True,False,False,False,False,False,True,False,True,False,False
2980,61.0,1,2,23.0,2,3,4.0,5.0,2.0,0,4,1,1.0,24083.0,False,False,True,False,False,True,False,True,False,False,True,False,False,False
3893,33.0,1,0,9.0,2,4,4.0,5.0,3.0,0,1,1,2.0,21117.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False
2045,54.0,1,0,25.0,1,3,3.0,5.0,1.0,1,3,0,2.0,20485.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
2309,42.0,1,2,10.0,2,2,3.0,5.0,1.0,0,5,1,0.0,20155.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False
2788,36.0,1,0,12.0,2,4,4.0,4.0,2.0,0,3,0,1.0,26773.0,True,False,False,False,False,True,False,False,True,False,False,False,True,False
583,34.0,1,2,14.0,1,3,3.0,5.0,6.0,0,2,1,0.0,21500.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2486,27.0,1,0,32.0,2,3,6.0,3.0,3.0,0,2,1,2.0,20971.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1499,46.0,1,2,8.0,1,2,3.0,5.0,4.0,0,1,1,1.0,33947.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
3851,25.0,1,0,7.0,2,3,5.0,3.0,3.0,0,3,1,2.0,23295.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
3852,24.0,1,0,19.0,2,4,4.0,3.0,3.0,0,5,1,1.0,21325.0,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1333,46.0,1,2,16.0,1,3,3.0,4.0,6.0,0,1,0,2.0,22314.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False
2392,44.0,1,2,15.0,2,3,4.0,5.0,4.0,0,1,1,2.0,34190.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
709,31.0,0,0,15.0,2,2,4.0,5.0,1.0,1,3,1,0.0,17321.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
366,41.0,0,2,10.0,2,2,3.0,4.0,2.0,0,3,1,0.0,24355.0,False,False,True,False,False,True,False,True,False,False,True,False,False,False
4367,27.0,0,1,24.0,1,3,4.0,3.0,2.0,1,5,0,2.0,21419.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1522,44.0,1,2,6.0,1,3,3.0,5.0,6.0,1,1,1,1.0,20454.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
3066,33.0,1,2,20.0,2,4,4.0,3.0,4.0,0,2,0,1.0,23081.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
464,37.0,1,0,6.0,1,2,3.0,3.0,5.0,0,5,1,1.0,22491.0,True,False,False,False,False,True,False,False,True,False,False,False,True,False
1213,23.0,1,2,13.0,2,2,3.0,3.0,2.0,1,1,1,0.0,17275.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
3393,40.0,1,0,25.0,2,3,4.0,3.0,2.0,0,3,0,1.0,23212.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
3504,25.0,0,0,16.0,2,3,4.0,5.0,4.0,1,3,0,2.0,21850.0,False,False,True,False,False,True,True,False,False,False,False,False,False,False
386,37.0,1,0,20.0,1,3,3.0,5.0,2.0,0,4,1,0.0,18034.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
163,57.0,1,0,30.0,2,2,2.0,3.0,4.0,1,4,1,1.0,24439.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1994,34.0,1,0,15.0,0,2,4.0,4.0,2.0,0,1,1,0.0,23621.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
909,19.0,1,0,31.0,1,2,1.0,3.0,2.0,1,5,1,0.0,17994.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1316,43.0,0,2,8.0,2,3,3.0,3.0,2.0,0,3,1,2.0,20675.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
3505,25.0,0,2,20.0,1,4,4.0,4.0,3.0,0,1,0,1.0,20711.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
3618,26.0,0,0,9.0,2,4,2.0,3.0,3.0,0,1,0,2.0,23884.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
809,28.0,1,0,9.0,1,3,3.0,4.0,1.0,0,4,0,0.0,22655.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
2918,25.0,1,0,30.0,2,3,3.0,3.0,3.0,1,4,0,2.0,21403.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
4172,52.0,1,0,7.0,2,4,4.0,3.0,3.0,0,4,1,1.0,21401.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
3913,35.0,1,0,15.0,2,3,2.0,3.0,4.0,0,3,0,2.0,23082.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
3107,22.0,1,0,25.0,1,4,4.0,3.0,3.0,0,3,1,2.0,21371.0,False,True,False,False,False,True,True,False,False,False,False,False,False,False
3523,40.0,1,0,13.0,0,3,4.0,4.0,6.0,0,3,0,2.0,27054.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
