Unnamed: 0,Age,TypeofContact,CityTier,DurationOfPitch,Gender,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe
311,45.0,0,0,13.0,2,3,3.0,5.0,2.0,0,2,1,2.0,20210.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False
4197,56.0,1,0,27.0,2,3,4.0,3.0,5.0,1,1,0,1.0,24093.0,True,False,False,True,False,False,False,True,False,False,True,False,False,False
2197,18.0,0,0,11.0,2,3,3.0,3.0,2.0,0,1,0,1.0,16051.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
4218,40.0,1,0,7.0,2,3,2.0,3.0,2.0,0,3,1,1.0,28291.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
2032,33.0,1,0,6.0,2,3,3.0,3.0,2.0,1,3,1,0.0,17686.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
4252,31.0,1,2,12.0,1,2,5.0,3.0,3.0,0,1,1,1.0,24796.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
3271,29.0,0,0,13.0,2,3,5.0,3.0,3.0,1,4,1,1.0,21381.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
2332,44.0,0,0,23.0,2,3,5.0,3.0,3.0,0,4,1,1.0,17290.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
83,38.0,0,0,12.0,1,3,5.0,3.0,1.0,1,2,0,2.0,20329.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
2222,36.0,1,0,22.0,1,2,1.0,5.0,2.0,0,1,1,0.0,17743.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1907,30.0,1,2,13.0,2,2,3.0,4.0,1.0,0,1,0,0.0,17983.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
273,37.0,1,2,12.0,2,3,3.0,3.0,5.0,0,3,0,0.0,21502.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
4266,49.0,1,2,36.0,1,4,4.0,3.0,5.0,0,4,0,2.0,31182.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
3857,26.0,1,0,9.0,2,3,4.0,3.0,8.0,1,5,0,1.0,22655.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
3503,36.0,1,2,14.0,2,4,4.0,3.0,3.0,0,3,1,1.0,21082.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2505,39.0,0,0,36.0,1,3,4.0,3.0,3.0,0,3,1,1.0,21084.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False
1985,35.0,0,0,9.0,2,2,4.0,3.0,2.0,0,1,1,1.0,16281.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
110,51.0,0,0,6.0,1,1,4.0,5.0,4.0,0,2,1,0.0,22484.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
1956,37.0,1,2,8.0,2,3,3.0,3.0,5.0,1,3,0,2.0,24602.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
4529,28.0,0,0,10.0,2,3,4.0,3.0,3.0,0,1,0,1.0,20384.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
2358,35.0,0,2,14.0,1,3,4.0,3.0,5.0,1,5,1,2.0,25377.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
3585,31.0,1,0,14.0,2,3,5.0,4.0,3.0,0,5,0,1.0,20819.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
1312,31.0,1,1,24.0,2,2,1.0,5.0,1.0,0,1,1,0.0,17956.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
3694,30.0,0,0,7.0,2,4,2.0,3.0,2.0,1,3,0,2.0,24972.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
1908,35.0,1,0,22.0,2,3,3.0,3.0,5.0,1,1,0,0.0,22632.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False
4132,46.0,0,2,13.0,0,3,5.0,3.0,8.0,0,4,1,1.0,27543.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
4790,21.0,1,2,28.0,2,3,2.0,3.0,3.0,0,3,1,2.0,21356.0,False,False,True,False,False,True,True,False,False,False,False,False,False,False
545,30.0,1,2,33.0,2,2,3.0,3.0,1.0,0,3,1,0.0,20304.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
4273,37.0,0,2,10.0,2,3,5.0,3.0,6.0,0,1,0,1.0,28377.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
4458,48.0,0,2,10.0,1,3,4.0,3.0,2.0,1,5,1,1.0,32448.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
3868,36.0,1,0,16.0,2,3,4.0,3.0,3.0,0,4,0,2.0,23776.0,False,False,True,False,False,True,False,True,False,False,True,False,False,False
1377,49.0,0,0,8.0,2,2,3.0,3.0,4.0,0,3,1,0.0,34161.0,False,True,False,True,False,False,False,False,False,True,False,True,False,False
2164,33.0,1,0,6.0,1,2,4.0,3.0,1.0,0,4,1,1.0,21949.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2593,20.0,1,0,10.0,1,4,4.0,4.0,3.0,0,3,1,3.0,20161.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
4559,30.0,1,2,7.0,1,3,5.0,3.0,8.0,1,1,1,2.0,21478.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
2710,32.0,1,0,30.0,2,4,5.0,3.0,2.0,0,3,1,2.0,24260.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2065,58.0,1,0,8.0,2,2,3.0,4.0,1.0,1,3,1,0.0,34246.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
3373,29.0,0,0,9.0,2,3,5.0,3.0,3.0,1,4,1,1.0,22545.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
4083,33.0,1,0,13.0,2,3,4.0,3.0,5.0,0,1,0,2.0,21716.0,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1621,35.0,1,2,6.0,2,3,3.0,4.0,2.0,0,4,0,0.0,22295.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
1911,42.0,0,0,11.0,2,3,3.0,3.0,5.0,0,3,0,1.0,17093.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
348,42.0,1,0,29.0,1,2,3.0,3.0,3.0,0,3,0,0.0,30992.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
901,48.0,1,0,8.0,2,3,1.0,4.0,6.0,0,2,0,2.0,17559.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False
339,27.0,1,2,14.0,1,2,3.0,4.0,2.0,0,2,0,0.0,21214.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2940,22.0,1,2,29.0,2,3,4.0,3.0,3.0,0,2,1,2.0,22125.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False
780,28.0,0,0,30.0,2,3,4.0,5.0,2.0,0,2,0,0.0,23722.0,True,False,False,False,False,True,False,False,True,False,False,False,True,False
2830,38.0,1,0,21.0,1,4,4.0,5.0,3.0,0,4,1,1.0,21712.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1515,41.0,1,0,18.0,1,2,3.0,3.0,2.0,0,4,1,1.0,34545.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False
2191,50.0,1,0,30.0,2,3,3.0,3.0,4.0,1,4,1,2.0,28973.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
4671,35.0,1,2,7.0,2,4,2.0,3.0,2.0,0,5,0,2.0,28403.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
3175,21.0,1,0,18.0,1,4,5.0,5.0,3.0,1,3,0,2.0,21278.0,False,False,True,False,False,True,True,False,False,False,False,False,False,False
1504,24.0,1,0,6.0,2,3,3.0,3.0,3.0,1,3,0,2.0,17293.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
1845,49.0,1,0,13.0,2,2,4.0,3.0,1.0,0,1,1,0.0,25965.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
529,38.0,1,0,6.0,1,2,2.0,3.0,1.0,0,2,1,1.0,22625.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
4501,53.0,1,0,18.0,1,3,4.0,3.0,2.0,0,1,1,1.0,21827.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
3696,35.0,1,0,9.0,2,4,2.0,3.0,2.0,1,1,0,2.0,21610.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
3968,27.0,1,2,30.0,1,3,5.0,3.0,2.0,1,1,0,1.0,22835.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
635,35.0,1,0,15.0,1,3,4.0,3.0,2.0,1,4,1,1.0,25685.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False
3230,28.0,0,0,15.0,2,3,6.0,3.0,3.0,0,2,1,2.0,23299.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2317,34.0,0,0,7.0,2,3,4.0,5.0,1.0,0,1,0,0.0,20343.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False
4416,54.0,1,2,7.0,0,3,4.0,5.0,2.0,0,1,1,2.0,27059.0,False,False,True,False,False,True,False,True,False,False,True,False,False,False
1579,22.0,1,0,21.0,1,2,3.0,3.0,2.0,0,1,1,1.0,17871.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
3209,39.0,0,0,10.0,2,3,4.0,3.0,5.0,0,3,1,2.0,21499.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1075,32.0,1,0,16.0,2,1,3.0,3.0,3.0,0,1,0,0.0,26244.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
626,32.0,1,0,14.0,1,3,1.0,3.0,6.0,0,3,1,2.0,20175.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3565,37.0,1,2,7.0,0,4,4.0,3.0,8.0,0,1,1,2.0,25493.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
3546,37.0,1,2,9.0,2,4,4.0,3.0,5.0,1,3,0,1.0,21322.0,False,True,False,False,False,True,True,False,False,False,False,False,False,False
687,36.0,1,0,8.0,2,3,3.0,3.0,5.0,0,5,1,0.0,17519.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
697,29.0,0,2,26.0,1,2,3.0,3.0,2.0,0,3,0,1.0,17157.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1743,37.0,1,2,12.0,2,3,3.0,3.0,5.0,0,3,1,0.0,21502.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
2184,50.0,1,0,6.0,2,3,3.0,3.0,1.0,0,5,0,2.0,32399.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
758,59.0,1,2,6.0,2,3,3.0,3.0,4.0,1,2,0,1.0,26904.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False
551,39.0,1,1,9.0,1,2,2.0,4.0,1.0,0,2,1,0.0,21389.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2440,27.0,0,0,30.0,2,3,4.0,3.0,2.0,1,3,1,1.0,17534.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
270,55.0,1,0,6.0,2,2,3.0,5.0,1.0,1,2,1,0.0,34045.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
3636,50.0,1,0,23.0,1,4,4.0,5.0,6.0,1,1,1,2.0,21265.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
4048,27.0,1,1,32.0,1,4,4.0,3.0,3.0,0,4,1,2.0,21620.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
932,29.0,1,0,13.0,1,2,3.0,3.0,4.0,1,4,1,1.0,18339.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False
4140,38.0,0,2,11.0,2,3,4.0,3.0,6.0,0,4,1,1.0,21471.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
258,51.0,1,0,6.0,2,3,3.0,3.0,2.0,0,4,1,0.0,17723.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
4702,29.0,1,0,17.0,1,3,4.0,3.0,5.0,0,4,0,2.0,22338.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
1926,31.0,1,2,13.0,2,2,4.0,3.0,1.0,0,3,1,0.0,26557.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False
2930,38.0,1,2,9.0,2,4,4.0,3.0,6.0,1,3,0,2.0,28280.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2481,36.0,1,2,9.0,1,4,4.0,3.0,3.0,0,2,1,1.0,20692.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2854,31.0,1,0,9.0,0,3,6.0,3.0,4.0,0,2,0,2.0,24769.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
4210,19.0,1,0,10.0,2,3,4.0,3.0,3.0,0,4,1,1.0,20098.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
2306,29.0,1,2,29.0,1,2,4.0,5.0,2.0,0,3,1,1.0,22336.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False
2157,36.0,1,0,8.0,2,3,3.0,3.0,5.0,0,5,1,1.0,17519.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
3586,46.0,1,0,12.0,0,3,6.0,5.0,3.0,1,3,1,1.0,24447.0,False,False,True,False,False,True,False,True,False,False,True,False,False,False
2048,38.0,0,0,8.0,1,3,1.0,5.0,7.0,1,1,0,0.0,20980.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False
1465,36.0,0,0,29.0,2,2,1.0,3.0,5.0,0,3,0,0.0,17571.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
3304,23.0,0,0,10.0,2,3,5.0,3.0,2.0,1,3,0,1.0,21531.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1314,45.0,0,2,8.0,1,3,3.0,3.0,5.0,0,1,1,2.0,20154.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
665,47.0,1,2,8.0,1,3,4.0,3.0,2.0,1,2,1,0.0,18294.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1847,36.0,1,0,8.0,1,3,3.0,3.0,5.0,0,5,1,0.0,17543.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
2094,53.0,1,2,13.0,1,3,4.0,3.0,1.0,1,1,0,1.0,25934.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
1027,34.0,1,0,6.0,1,2,4.0,4.0,6.0,0,1,1,1.0,18294.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
3440,28.0,1,2,17.0,1,4,5.0,3.0,3.0,1,3,1,3.0,24447.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1792,32.0,1,0,8.0,1,3,1.0,3.0,1.0,0,3,0,0.0,20055.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False
1811,38.0,1,0,21.0,2,3,4.0,3.0,1.0,1,5,1,2.0,26510.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1619,19.0,1,0,9.0,1,3,3.0,4.0,2.0,0,3,1,0.0,16483.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
722,38.0,0,0,16.0,2,3,3.0,3.0,1.0,0,5,0,2.0,17684.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
3063,34.0,1,2,7.0,2,3,2.0,5.0,3.0,0,4,0,1.0,22715.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
4447,41.0,0,2,12.0,2,3,5.0,5.0,7.0,1,5,0,1.0,29153.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False
4588,59.0,1,0,12.0,1,3,5.0,4.0,4.0,1,5,1,2.0,29230.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False
3608,41.0,1,0,23.0,0,3,4.0,3.0,8.0,1,4,1,1.0,26623.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
0,41.0,1,2,6.0,1,3,3.0,3.0,1.0,1,2,1,0.0,20993.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False
2102,42.0,0,0,8.0,2,2,3.0,3.0,6.0,1,1,1,1.0,17515.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
1889,30.0,0,0,9.0,2,2,3.0,3.0,5.0,0,3,1,0.0,17097.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
4735,50.0,1,2,15.0,2,3,5.0,4.0,8.0,0,4,1,2.0,31798.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True
3411,41.0,1,0,7.0,2,3,4.0,4.0,5.0,0,1,1,2.0,21065.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
4597,26.0,1,2,26.0,2,3,5.0,4.0,3.0,1,1,0,2.0,21091.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
4873,41.0,1,2,14.0,2,3,4.0,4.0,3.0,0,5,0,1.0,23339.0,False,False,True,False,False,True,True,False,False,False,False,False,False,False
1284,39.0,1,0,16.0,2,3,3.0,3.0,1.0,0,3,1,0.0,28464.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
303,31.0,1,2,13.0,2,3,2.0,3.0,5.0,0,2,1,0.0,21929.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False
1961,43.0,0,0,15.0,2,3,3.0,3.0,4.0,1,3,1,2.0,20679.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
3693,30.0,1,2,16.0,1,3,6.0,4.0,3.0,0,1,1,2.0,21438.0,False,False,True,False,False,True,True,False,False,False,False,False,False,False
1438,23.0,0,2,15.0,2,2,3.0,5.0,2.0,0,5,1,0.0,16790.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
3613,28.0,1,0,15.0,1,3,2.0,3.0,2.0,0,4,0,1.0,22195.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
3075,45.0,1,0,15.0,2,4,2.0,3.0,4.0,1,3,1,3.0,21496.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
3007,26.0,1,2,33.0,0,3,4.0,3.0,3.0,0,4,0,1.0,24858.0,False,False,True,False,False,True,False,True,False,False,True,False,False,False
4338,58.0,1,2,36.0,2,3,5.0,3.0,5.0,0,3,1,1.0,32796.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
4424,55.0,1,1,26.0,2,3,4.0,4.0,4.0,0,3,1,2.0,29403.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
3105,44.0,1,0,15.0,1,3,4.0,4.0,6.0,0,3,1,1.0,23443.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
2673,30.0,1,0,25.0,2,3,5.0,3.0,3.0,1,3,0,2.0,21067.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
3990,36.0,1,2,7.0,2,3,5.0,5.0,2.0,0,1,1,2.0,22990.0,False,False,True,False,False,True,False,True,False,False,True,False,False,False
2644,28.0,0,0,7.0,2,3,5.0,5.0,7.0,0,3,0,2.0,22976.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False
817,36.0,0,0,24.0,2,3,3.0,3.0,3.0,0,3,1,0.0,22779.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2625,35.0,1,0,34.0,1,4,4.0,4.0,4.0,0,3,1,1.0,20989.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
3689,25.0,0,1,17.0,2,3,4.0,3.0,2.0,0,4,1,2.0,20823.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
4879,26.0,1,1,27.0,1,4,4.0,4.0,2.0,1,3,0,2.0,22347.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
1720,37.0,0,0,16.0,2,3,3.0,3.0,7.0,0,3,0,2.0,25048.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False
1483,34.0,1,0,25.0,2,3,3.0,3.0,1.0,0,3,0,0.0,17661.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
218,45.0,0,2,12.0,0,2,4.0,3.0,7.0,0,4,1,0.0,23865.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
343,29.0,1,2,16.0,1,2,4.0,4.0,2.0,1,5,0,1.0,23268.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
1219,29.0,1,0,15.0,1,2,3.0,3.0,1.0,0,5,1,1.0,17974.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
2996,57.0,1,0,16.0,2,3,4.0,3.0,2.0,0,4,0,1.0,29781.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4451,28.0,0,0,17.0,2,3,4.0,5.0,3.0,0,3,0,2.0,27471.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1912,36.0,0,2,16.0,2,2,3.0,3.0,2.0,0,1,1,1.0,24980.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
1301,58.0,0,2,8.0,2,2,3.0,4.0,5.0,0,4,1,0.0,17705.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
4422,36.0,1,0,13.0,2,3,6.0,3.0,3.0,0,5,0,2.0,25324.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
4712,34.0,1,0,32.0,2,3,5.0,4.0,6.0,1,4,1,1.0,20991.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False
3664,37.0,1,2,9.0,1,3,4.0,3.0,5.0,0,4,1,2.0,23180.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False
871,24.0,1,0,23.0,1,3,3.0,4.0,2.0,0,2,0,1.0,17210.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2922,26.0,1,2,20.0,2,3,4.0,3.0,3.0,0,3,1,1.0,20774.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
4383,33.0,0,2,18.0,2,3,2.0,3.0,2.0,0,3,1,1.0,23385.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
516,23.0,1,0,10.0,2,2,2.0,5.0,3.0,0,4,0,1.0,17819.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
4639,36.0,1,0,21.0,2,3,5.0,4.0,3.0,1,5,1,2.0,22421.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
269,36.0,1,0,12.0,2,2,3.0,3.0,1.0,0,5,1,1.0,18210.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False
966,58.0,1,0,13.0,1,2,4.0,5.0,1.0,1,4,1,0.0,25008.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
193,43.0,0,0,13.0,2,2,2.0,3.0,5.0,0,4,0,1.0,17089.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False
1419,42.0,1,0,24.0,2,2,3.0,5.0,7.0,1,1,0,0.0,20410.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False
1261,38.0,1,0,24.0,2,2,5.0,3.0,4.0,1,5,0,1.0,20811.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False
3902,36.0,1,0,7.0,1,4,6.0,3.0,3.0,0,3,0,2.0,21655.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1375,32.0,0,0,11.0,1,2,1.0,3.0,4.0,1,1,0,1.0,17432.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False
